Maquina,Code_pf,Producto,base,Tipo,pots_uc,pots,lots,UC_Palet,Vasos_Palet,Code_Article,Description,Family,Cliente
D,11173,LIDL YALG Nature Sucre 6x125,18-GRIEGO AZUCARADO,Batido,6.0,48.0,8.0,792,4752,90097638,OP125 ES LIDL YAG NATSUC 764,ET,LIDL
D,11173,LIDL YALG Nature Sucre 6x125,18-GRIEGO AZUCARADO,Batido,6.0,48.0,8.0,792,4752,90098962,FLM PS EXP BLANC L776 830æ,EP,LIDL
D,11173,LIDL YALG Nature Sucre 6x125,18-GRIEGO AZUCARADO,Batido,6.0,48.0,8.0,792,4752,90099040,DCPX48 ES LIDL YAG ERCA x6 PAV,EB,LIDL
D,11175,LIDL YALG Nature 6x125,17-GRIEGO NATURAL,Batido,6.0,48.0,8.0,792,4752,2936366,FILM ESTú AUTú 50CMSú 15MY,EF,LIDL
D,11175,LIDL YALG Nature 6x125,17-GRIEGO NATURAL,Batido,6.0,48.0,8.0,792,4752,3803113,RIBON A26018 100X100,EO,LIDL
D,11175,LIDL YALG Nature 6x125,17-GRIEGO NATURAL,Batido,6.0,48.0,8.0,792,4752,9004617,ETIQUETA 100X100,EO,LIDL
D,11175,LIDL YALG Nature 6x125,17-GRIEGO NATURAL,Batido,6.0,48.0,8.0,792,4752,81846696,RIBBON ETIQ.MARKE RIC450150E02,FO,LIDL
D,11175,LIDL YALG Nature 6x125,17-GRIEGO NATURAL,Batido,6.0,48.0,8.0,792,4752,90005669,ETQ.BLC 148x210 RLX2000 - 2629,FO,LIDL
D,11175,LIDL YALG Nature 6x125,17-GRIEGO NATURAL,Batido,6.0,48.0,8.0,792,4752,90029310,ADVANTRA 9256HT- 25KG,EC,LIDL
D,11175,LIDL YALG Nature 6x125,17-GRIEGO NATURAL,Batido,6.0,48.0,8.0,792,4752,90042402,FLM PS EXP BLC L398 850æ ECO L,EP,LIDL
D,11175,LIDL YALG Nature 6x125,17-GRIEGO NATURAL,Batido,6.0,48.0,8.0,792,4752,90043124,INT NATILLAS V2,EN,LIDL
D,11175,LIDL YALG Nature 6x125,17-GRIEGO NATURAL,Batido,6.0,48.0,8.0,792,4752,90084383,BD125 ES/PT LIDL YAG NAT 708,ED,LIDL
D,11175,LIDL YALG Nature 6x125,17-GRIEGO NATURAL,Batido,6.0,48.0,8.0,792,4752,90085690,BD125 ES/PT LIDL YAG NAT 708AL,ED,LIDL
D,11175,LIDL YALG Nature 6x125,17-GRIEGO NATURAL,Batido,6.0,48.0,8.0,792,4752,90089085,OP125 ES LIDL YAG NAT 386,ET,LIDL
D,11175,LIDL YALG Nature 6x125,17-GRIEGO NATURAL,Batido,6.0,48.0,8.0,792,4752,90089089,OP125 ES LIDL YAG NAT 764,ET,LIDL
D,11175,LIDL YALG Nature 6x125,17-GRIEGO NATURAL,Batido,6.0,48.0,8.0,792,4752,90098962,FLM PS EXP BLANC L776 830æ,EP,LIDL
D,11175,LIDL YALG Nature 6x125,17-GRIEGO NATURAL,Batido,6.0,48.0,8.0,792,4752,90099040,DCPX48 ES LIDL YAG ERCA x6 PAV,EB,LIDL
D,120394,95390 ALC Yalg natural 4X125g,17-GRIEGO NATURAL,Batido,4.0,48.0,12.0,1188,4752,2936366,FILM ESTú AUTú 50CMSú 15MY,EF,AUCHAN
D,120394,95390 ALC Yalg natural 4X125g,17-GRIEGO NATURAL,Batido,4.0,48.0,12.0,1188,4752,3803113,RIBON A26018 100X100,EO,AUCHAN
D,120394,95390 ALC Yalg natural 4X125g,17-GRIEGO NATURAL,Batido,4.0,48.0,12.0,1188,4752,8194756,PALETA CHEP 80X120 PORTUGAL,EL,AUCHAN
D,120394,95390 ALC Yalg natural 4X125g,17-GRIEGO NATURAL,Batido,4.0,48.0,12.0,1188,4752,9004617,ETIQUETA 100X100,EO,AUCHAN
D,120394,95390 ALC Yalg natural 4X125g,17-GRIEGO NATURAL,Batido,4.0,48.0,12.0,1188,4752,9004619,ETIQUETA 100X 50 mm A51457,EO,AUCHAN
D,120394,95390 ALC Yalg natural 4X125g,17-GRIEGO NATURAL,Batido,4.0,48.0,12.0,1188,4752,9004620,RIBBON 100x50mm Markem A46896,EO,AUCHAN
D,120394,95390 ALC Yalg natural 4X125g,17-GRIEGO NATURAL,Batido,4.0,48.0,12.0,1188,4752,81846696,RIBBON ETIQ.MARKE RIC450150E02,FO,AUCHAN
D,120394,95390 ALC Yalg natural 4X125g,17-GRIEGO NATURAL,Batido,4.0,48.0,12.0,1188,4752,90005669,ETQ.BLC 148x210 RLX2000 - 2629,FO,AUCHAN
D,120394,95390 ALC Yalg natural 4X125g,17-GRIEGO NATURAL,Batido,4.0,48.0,12.0,1188,4752,90029310,ADVANTRA 9256HT- 25KG,EC,AUCHAN
D,120394,95390 ALC Yalg natural 4X125g,17-GRIEGO NATURAL,Batido,4.0,48.0,12.0,1188,4752,90042402,FLM PS EXP BLC L398 850æ ECO L,EP,AUCHAN
D,120394,95390 ALC Yalg natural 4X125g,17-GRIEGO NATURAL,Batido,4.0,48.0,12.0,1188,4752,90043124,INT NATILLAS V2,EN,AUCHAN
D,120394,95390 ALC Yalg natural 4X125g,17-GRIEGO NATURAL,Batido,4.0,48.0,12.0,1188,4752,90094651,OP125 ES AUCH YAG NAT 764,ET,AUCHAN
D,120394,95390 ALC Yalg natural 4X125g,17-GRIEGO NATURAL,Batido,4.0,48.0,12.0,1188,4752,90094656,BD125 ES AUCH YAG NAT 708AL,ED,AUCHAN
D,120394,95390 ALC Yalg natural 4X125g,17-GRIEGO NATURAL,Batido,4.0,48.0,12.0,1188,4752,90094661,OP125 ES AUCH YAG NAT386,ET,AUCHAN
D,120394,95390 ALC Yalg natural 4X125g,17-GRIEGO NATURAL,Batido,4.0,48.0,12.0,1188,4752,90094662,BD125 ES AUCH YAG NAT708,ED,AUCHAN
D,120394,95390 ALC Yalg natural 4X125g,17-GRIEGO NATURAL,Batido,4.0,48.0,12.0,1188,4752,90098962,FLM PS EXP BLANC L776 830æ,EP,AUCHAN
D,120394,95390 ALC Yalg natural 4X125g,17-GRIEGO NATURAL,Batido,4.0,48.0,12.0,1188,4752,90106338,DCP YT ERCA 48 U COMPO RENF,EB,AUCHAN
D,120395,51321 ALC Yalg nat azu 4x125g,18-GRIEGO AZUCARADO,Batido,4.0,48.0,12.0,1188,4752,2936366,FILM ESTú AUTú 50CMSú 15MY,EF,AUCHAN
D,120395,51321 ALC Yalg nat azu 4x125g,18-GRIEGO AZUCARADO,Batido,4.0,48.0,12.0,1188,4752,3803113,RIBON A26018 100X100,EO,AUCHAN
D,120395,51321 ALC Yalg nat azu 4x125g,18-GRIEGO AZUCARADO,Batido,4.0,48.0,12.0,1188,4752,8194756,PALETA CHEP 80X120 PORTUGAL,EL,AUCHAN
D,120395,51321 ALC Yalg nat azu 4x125g,18-GRIEGO AZUCARADO,Batido,4.0,48.0,12.0,1188,4752,9004617,ETIQUETA 100X100,EO,AUCHAN
D,120395,51321 ALC Yalg nat azu 4x125g,18-GRIEGO AZUCARADO,Batido,4.0,48.0,12.0,1188,4752,9004619,ETIQUETA 100X 50 mm A51457,EO,AUCHAN
D,120395,51321 ALC Yalg nat azu 4x125g,18-GRIEGO AZUCARADO,Batido,4.0,48.0,12.0,1188,4752,9004620,RIBBON 100x50mm Markem A46896,EO,AUCHAN
D,120395,51321 ALC Yalg nat azu 4x125g,18-GRIEGO AZUCARADO,Batido,4.0,48.0,12.0,1188,4752,81846696,RIBBON ETIQ.MARKE RIC450150E02,FO,AUCHAN
D,120395,51321 ALC Yalg nat azu 4x125g,18-GRIEGO AZUCARADO,Batido,4.0,48.0,12.0,1188,4752,90005669,ETQ.BLC 148x210 RLX2000 - 2629,FO,AUCHAN
D,120395,51321 ALC Yalg nat azu 4x125g,18-GRIEGO AZUCARADO,Batido,4.0,48.0,12.0,1188,4752,90029310,ADVANTRA 9256HT- 25KG,EC,AUCHAN
D,120395,51321 ALC Yalg nat azu 4x125g,18-GRIEGO AZUCARADO,Batido,4.0,48.0,12.0,1188,4752,90042402,FLM PS EXP BLC L398 850æ ECO L,EP,AUCHAN
D,120395,51321 ALC Yalg nat azu 4x125g,18-GRIEGO AZUCARADO,Batido,4.0,48.0,12.0,1188,4752,90043124,INT NATILLAS V2,EN,AUCHAN
D,120395,51321 ALC Yalg nat azu 4x125g,18-GRIEGO AZUCARADO,Batido,4.0,48.0,12.0,1188,4752,90094648,OP125 ES AUCH YAG NAT SUC764,ET,AUCHAN
D,120395,51321 ALC Yalg nat azu 4x125g,18-GRIEGO AZUCARADO,Batido,4.0,48.0,12.0,1188,4752,90094649,OP125 ES AUCH YAG NAT SUC386,ET,AUCHAN
D,120395,51321 ALC Yalg nat azu 4x125g,18-GRIEGO AZUCARADO,Batido,4.0,48.0,12.0,1188,4752,90094654,BD125 ES AUCH YAG NAT SUC708AL,ED,AUCHAN
D,120395,51321 ALC Yalg nat azu 4x125g,18-GRIEGO AZUCARADO,Batido,4.0,48.0,12.0,1188,4752,90094655,BD125 ES AUCH YAG NAT SUC708,ED,AUCHAN
D,120395,51321 ALC Yalg nat azu 4x125g,18-GRIEGO AZUCARADO,Batido,4.0,48.0,12.0,1188,4752,90098962,FLM PS EXP BLANC L776 830æ,EP,AUCHAN
D,120395,51321 ALC Yalg nat azu 4x125g,18-GRIEGO AZUCARADO,Batido,4.0,48.0,12.0,1188,4752,90106338,DCP YT ERCA 48 U COMPO RENF,EB,AUCHAN
D,125555,NESTLE GELLY LIMAO 4x90g,99-GELIFICADO LIMON,Gelatina,4.0,48.0,12.0,1188,4752,2936366,FILM ESTú AUTú 50CMSú 15MY,EF,NESTLE PT
D,125555,NESTLE GELLY LIMAO 4x90g,99-GELIFICADO LIMON,Gelatina,4.0,48.0,12.0,1188,4752,3803113,RIBON A26018 100X100,EO,NESTLE PT
D,125555,NESTLE GELLY LIMAO 4x90g,99-GELIFICADO LIMON,Gelatina,4.0,48.0,12.0,1188,4752,8194756,PALETA CHEP 80X120 PORTUGAL,EL,NESTLE PT
D,125555,NESTLE GELLY LIMAO 4x90g,99-GELIFICADO LIMON,Gelatina,4.0,48.0,12.0,1188,4752,9004617,ETIQUETA 100X100,EO,NESTLE PT
D,125555,NESTLE GELLY LIMAO 4x90g,99-GELIFICADO LIMON,Gelatina,4.0,48.0,12.0,1188,4752,81846696,RIBBON ETIQ.MARKE RIC450150E02,FO,NESTLE PT
D,125555,NESTLE GELLY LIMAO 4x90g,99-GELIFICADO LIMON,Gelatina,4.0,48.0,12.0,1188,4752,90005669,ETQ.BLC 148x210 RLX2000 - 2629,FO,NESTLE PT
D,125555,NESTLE GELLY LIMAO 4x90g,99-GELIFICADO LIMON,Gelatina,4.0,48.0,12.0,1188,4752,90029310,ADVANTRA 9256HT- 25KG,EC,NESTLE PT
D,125555,NESTLE GELLY LIMAO 4x90g,99-GELIFICADO LIMON,Gelatina,4.0,48.0,12.0,1188,4752,90043124,INT NATILLAS V2,EN,NESTLE PT
D,125555,NESTLE GELLY LIMAO 4x90g,99-GELIFICADO LIMON,Gelatina,4.0,48.0,12.0,1188,4752,90078994,OP90 ES/PT NTLE GELLY CIT 386,ET,NESTLE PT
D,125555,NESTLE GELLY LIMAO 4x90g,99-GELIFICADO LIMON,Gelatina,4.0,48.0,12.0,1188,4752,90106104,"FLM PS TRL L398,5 1200æ",EP,NESTLE PT
D,125555,NESTLE GELLY LIMAO 4x90g,99-GELIFICADO LIMON,Gelatina,4.0,48.0,12.0,1188,4752,90106338,DCP YT ERCA 48 U COMPO RENF,EB,NESTLE PT
D,125601,NESTLE GELLY Limon 4x90g,99-GELIFICADO LIMON,Gelatina,4.0,48.0,12.0,1188,4752,2936366,FILM ESTú AUTú 50CMSú 15MY,EF,NESTLE
D,125601,NESTLE GELLY Limon 4x90g,99-GELIFICADO LIMON,Gelatina,4.0,48.0,12.0,1188,4752,3803113,RIBON A26018 100X100,EO,NESTLE
D,125601,NESTLE GELLY Limon 4x90g,99-GELIFICADO LIMON,Gelatina,4.0,48.0,12.0,1188,4752,8194756,PALETA CHEP 80X120 PORTUGAL,EL,NESTLE
D,125601,NESTLE GELLY Limon 4x90g,99-GELIFICADO LIMON,Gelatina,4.0,48.0,12.0,1188,4752,9004617,ETIQUETA 100X100,EO,NESTLE
D,125601,NESTLE GELLY Limon 4x90g,99-GELIFICADO LIMON,Gelatina,4.0,48.0,12.0,1188,4752,9004619,ETIQUETA 100X 50 mm A51457,EO,NESTLE
D,125601,NESTLE GELLY Limon 4x90g,99-GELIFICADO LIMON,Gelatina,4.0,48.0,12.0,1188,4752,9004620,RIBBON 100x50mm Markem A46896,EO,NESTLE
D,125601,NESTLE GELLY Limon 4x90g,99-GELIFICADO LIMON,Gelatina,4.0,48.0,12.0,1188,4752,81846696,RIBBON ETIQ.MARKE RIC450150E02,FO,NESTLE
D,125601,NESTLE GELLY Limon 4x90g,99-GELIFICADO LIMON,Gelatina,4.0,48.0,12.0,1188,4752,90005669,ETQ.BLC 148x210 RLX2000 - 2629,FO,NESTLE
D,125601,NESTLE GELLY Limon 4x90g,99-GELIFICADO LIMON,Gelatina,4.0,48.0,12.0,1188,4752,90029310,ADVANTRA 9256HT- 25KG,EC,NESTLE
D,125601,NESTLE GELLY Limon 4x90g,99-GELIFICADO LIMON,Gelatina,4.0,48.0,12.0,1188,4752,90043124,INT NATILLAS V2,EN,NESTLE
D,125601,NESTLE GELLY Limon 4x90g,99-GELIFICADO LIMON,Gelatina,4.0,48.0,12.0,1188,4752,90078994,OP90 ES/PT NTLE GELLY CIT 386,ET,NESTLE
D,125601,NESTLE GELLY Limon 4x90g,99-GELIFICADO LIMON,Gelatina,4.0,48.0,12.0,1188,4752,90106104,"FLM PS TRL L398,5 1200æ",EP,NESTLE
D,125601,NESTLE GELLY Limon 4x90g,99-GELIFICADO LIMON,Gelatina,4.0,48.0,12.0,1188,4752,90106338,DCP YT ERCA 48 U COMPO RENF,EB,NESTLE
D,125992,AUCHAN GREGO NAT ACUCAR 4x125G,18-GRIEGO AZUCARADO,Batido,4.0,48.0,12.0,1188,4752,2936366,FILM ESTú AUTú 50CMSú 15MY,EF,AUCHAN
D,125992,AUCHAN GREGO NAT ACUCAR 4x125G,18-GRIEGO AZUCARADO,Batido,4.0,48.0,12.0,1188,4752,3803113,RIBON A26018 100X100,EO,AUCHAN
D,125992,AUCHAN GREGO NAT ACUCAR 4x125G,18-GRIEGO AZUCARADO,Batido,4.0,48.0,12.0,1188,4752,8194756,PALETA CHEP 80X120 PORTUGAL,EL,AUCHAN
D,125992,AUCHAN GREGO NAT ACUCAR 4x125G,18-GRIEGO AZUCARADO,Batido,4.0,48.0,12.0,1188,4752,9004617,ETIQUETA 100X100,EO,AUCHAN
D,125992,AUCHAN GREGO NAT ACUCAR 4x125G,18-GRIEGO AZUCARADO,Batido,4.0,48.0,12.0,1188,4752,81846696,RIBBON ETIQ.MARKE RIC450150E02,FO,AUCHAN
D,125992,AUCHAN GREGO NAT ACUCAR 4x125G,18-GRIEGO AZUCARADO,Batido,4.0,48.0,12.0,1188,4752,90005669,ETQ.BLC 148x210 RLX2000 - 2629,FO,AUCHAN
D,125992,AUCHAN GREGO NAT ACUCAR 4x125G,18-GRIEGO AZUCARADO,Batido,4.0,48.0,12.0,1188,4752,90029310,ADVANTRA 9256HT- 25KG,EC,AUCHAN
D,125992,AUCHAN GREGO NAT ACUCAR 4x125G,18-GRIEGO AZUCARADO,Batido,4.0,48.0,12.0,1188,4752,90042402,FLM PS EXP BLC L398 850æ ECO L,EP,AUCHAN
D,125992,AUCHAN GREGO NAT ACUCAR 4x125G,18-GRIEGO AZUCARADO,Batido,4.0,48.0,12.0,1188,4752,90043124,INT NATILLAS V2,EN,AUCHAN
D,125992,AUCHAN GREGO NAT ACUCAR 4x125G,18-GRIEGO AZUCARADO,Batido,4.0,48.0,12.0,1188,4752,90094648,OP125 ES AUCH YAG NAT SUC764,ET,AUCHAN
D,125992,AUCHAN GREGO NAT ACUCAR 4x125G,18-GRIEGO AZUCARADO,Batido,4.0,48.0,12.0,1188,4752,90094649,OP125 ES AUCH YAG NAT SUC386,ET,AUCHAN
D,125992,AUCHAN GREGO NAT ACUCAR 4x125G,18-GRIEGO AZUCARADO,Batido,4.0,48.0,12.0,1188,4752,90094654,BD125 ES AUCH YAG NAT SUC708AL,ED,AUCHAN
D,125992,AUCHAN GREGO NAT ACUCAR 4x125G,18-GRIEGO AZUCARADO,Batido,4.0,48.0,12.0,1188,4752,90094655,BD125 ES AUCH YAG NAT SUC708,ED,AUCHAN
D,125992,AUCHAN GREGO NAT ACUCAR 4x125G,18-GRIEGO AZUCARADO,Batido,4.0,48.0,12.0,1188,4752,90098962,FLM PS EXP BLANC L776 830æ,EP,AUCHAN
D,125992,AUCHAN GREGO NAT ACUCAR 4x125G,18-GRIEGO AZUCARADO,Batido,4.0,48.0,12.0,1188,4752,90106338,DCP YT ERCA 48 U COMPO RENF,EB,AUCHAN
D,126043,84752 AHO Yalg fresa  6x125g,18-GRIEGO AZUCARADO,Batido,6.0,48.0,8.0,792,4752,2936366,FILM ESTú AUTú 50CMSú 15MY,EF,AHORRAMAS
D,126043,84752 AHO Yalg fresa  6x125g,18-GRIEGO AZUCARADO,Batido,6.0,48.0,8.0,792,4752,3803113,RIBON A26018 100X100,EO,AHORRAMAS
D,126043,84752 AHO Yalg fresa  6x125g,18-GRIEGO AZUCARADO,Batido,6.0,48.0,8.0,792,4752,8194756,PALETA CHEP 80X120 PORTUGAL,EL,AHORRAMAS
D,126043,84752 AHO Yalg fresa  6x125g,18-GRIEGO AZUCARADO,Batido,6.0,48.0,8.0,792,4752,9004617,ETIQUETA 100X100,EO,AHORRAMAS
D,126043,84752 AHO Yalg fresa  6x125g,18-GRIEGO AZUCARADO,Batido,6.0,48.0,8.0,792,4752,81846696,RIBBON ETIQ.MARKE RIC450150E02,FO,AHORRAMAS
D,126043,84752 AHO Yalg fresa  6x125g,18-GRIEGO AZUCARADO,Batido,6.0,48.0,8.0,792,4752,90005669,ETQ.BLC 148x210 RLX2000 - 2629,FO,AHORRAMAS
D,126043,84752 AHO Yalg fresa  6x125g,18-GRIEGO AZUCARADO,Batido,6.0,48.0,8.0,792,4752,90029310,ADVANTRA 9256HT- 25KG,EC,AHORRAMAS
D,126043,84752 AHO Yalg fresa  6x125g,18-GRIEGO AZUCARADO,Batido,6.0,48.0,8.0,792,4752,90042402,FLM PS EXP BLC L398 850æ ECO L,EP,AHORRAMAS
D,126043,84752 AHO Yalg fresa  6x125g,18-GRIEGO AZUCARADO,Batido,6.0,48.0,8.0,792,4752,90043124,INT NATILLAS V2,EN,AHORRAMAS
D,126043,84752 AHO Yalg fresa  6x125g,18-GRIEGO AZUCARADO,Batido,6.0,48.0,8.0,792,4752,90101666,FRAISE TAGADA 115329 - CONT 60,IF,AHORRAMAS
D,126043,84752 AHO Yalg fresa  6x125g,18-GRIEGO AZUCARADO,Batido,6.0,48.0,8.0,792,4752,90101749,BD6X125 ES AHO YAG FRAI708,ED,AHORRAMAS
D,126043,84752 AHO Yalg fresa  6x125g,18-GRIEGO AZUCARADO,Batido,6.0,48.0,8.0,792,4752,90103411,OP6X125 ES AHOR YAG FRA 386,ET,AHORRAMAS
D,126043,84752 AHO Yalg fresa  6x125g,18-GRIEGO AZUCARADO,Batido,6.0,48.0,8.0,792,4752,90106338,DCP YT ERCA 48 U COMPO RENF,EB,AHORRAMAS
D,12680,SV Fondant chocolate 4x125g,46-SVELT CHOCOLATE,Postres,4.0,24.0,6.0,1188,4752,2936366,FILM ESTú AUTú 50CMSú 15MY,EF,SVELTESSE
D,12680,SV Fondant chocolate 4x125g,46-SVELT CHOCOLATE,Postres,4.0,24.0,6.0,1188,4752,3803113,RIBON A26018 100X100,EO,SVELTESSE
D,12680,SV Fondant chocolate 4x125g,46-SVELT CHOCOLATE,Postres,4.0,24.0,6.0,1188,4752,8194756,PALETA CHEP 80X120 PORTUGAL,EL,SVELTESSE
D,12680,SV Fondant chocolate 4x125g,46-SVELT CHOCOLATE,Postres,4.0,24.0,6.0,1188,4752,9004617,ETIQUETA 100X100,EO,SVELTESSE
D,12680,SV Fondant chocolate 4x125g,46-SVELT CHOCOLATE,Postres,4.0,24.0,6.0,1188,4752,9004619,ETIQUETA 100X 50 mm A51457,EO,SVELTESSE
D,12680,SV Fondant chocolate 4x125g,46-SVELT CHOCOLATE,Postres,4.0,24.0,6.0,1188,4752,9004620,RIBBON 100x50mm Markem A46896,EO,SVELTESSE
D,12680,SV Fondant chocolate 4x125g,46-SVELT CHOCOLATE,Postres,4.0,24.0,6.0,1188,4752,81846696,RIBBON ETIQ.MARKE RIC450150E02,FO,SVELTESSE
D,12680,SV Fondant chocolate 4x125g,46-SVELT CHOCOLATE,Postres,4.0,24.0,6.0,1188,4752,90005669,ETQ.BLC 148x210 RLX2000 - 2629,FO,SVELTESSE
D,12680,SV Fondant chocolate 4x125g,46-SVELT CHOCOLATE,Postres,4.0,24.0,6.0,1188,4752,90023414,DCP X24 POSTRES (APOYO ES),EB,SVELTESSE
D,12680,SV Fondant chocolate 4x125g,46-SVELT CHOCOLATE,Postres,4.0,24.0,6.0,1188,4752,90029310,ADVANTRA 9256HT- 25KG,EC,SVELTESSE
D,12680,SV Fondant chocolate 4x125g,46-SVELT CHOCOLATE,Postres,4.0,24.0,6.0,1188,4752,90034101,"PS 398,5 X 1 MM EXPANDIDO BLAN",EP,SVELTESSE
D,12680,SV Fondant chocolate 4x125g,46-SVELT CHOCOLATE,Postres,4.0,24.0,6.0,1188,4752,90043124,INT NATILLAS V2,EN,SVELTESSE
D,12680,SV Fondant chocolate 4x125g,46-SVELT CHOCOLATE,Postres,4.0,24.0,6.0,1188,4752,90109880,BD125 ES SVT POSTRE CHOC708,ED,SVELTESSE
D,12680,SV Fondant chocolate 4x125g,46-SVELT CHOCOLATE,Postres,4.0,24.0,6.0,1188,4752,90110328,OP125 ES SVT POSTRE CHOC386,ET,SVELTESSE
D,12680,SV Fondant chocolate 4x125g,46-SVELT CHOCOLATE,Postres,4.0,24.0,6.0,1188,4752,90113112,PK4X125 ES SVT POSTRE CHOC,EA,SVELTESSE
D,12712,NESTLE Postre chocolate 4x125g,35-NESTLE CHOCOLATE,Postres,4.0,12.0,6.0,1188,4752,2936366,FILM ESTú AUTú 50CMSú 15MY,EF,NESTLE
D,12712,NESTLE Postre chocolate 4x125g,35-NESTLE CHOCOLATE,Postres,4.0,12.0,6.0,1188,4752,3803113,RIBON A26018 100X100,EO,NESTLE
D,12712,NESTLE Postre chocolate 4x125g,35-NESTLE CHOCOLATE,Postres,4.0,12.0,6.0,1188,4752,8194756,PALETA CHEP 80X120 PORTUGAL,EL,NESTLE
D,12712,NESTLE Postre chocolate 4x125g,35-NESTLE CHOCOLATE,Postres,4.0,12.0,6.0,1188,4752,9004617,ETIQUETA 100X100,EO,NESTLE
D,12712,NESTLE Postre chocolate 4x125g,35-NESTLE CHOCOLATE,Postres,4.0,12.0,6.0,1188,4752,9004619,ETIQUETA 100X 50 mm A51457,EO,NESTLE
D,12712,NESTLE Postre chocolate 4x125g,35-NESTLE CHOCOLATE,Postres,4.0,12.0,6.0,1188,4752,9004620,RIBBON 100x50mm Markem A46896,EO,NESTLE
D,12712,NESTLE Postre chocolate 4x125g,35-NESTLE CHOCOLATE,Postres,4.0,12.0,6.0,1188,4752,81846696,RIBBON ETIQ.MARKE RIC450150E02,FO,NESTLE
D,12712,NESTLE Postre chocolate 4x125g,35-NESTLE CHOCOLATE,Postres,4.0,12.0,6.0,1188,4752,90005669,ETQ.BLC 148x210 RLX2000 - 2629,FO,NESTLE
D,12712,NESTLE Postre chocolate 4x125g,35-NESTLE CHOCOLATE,Postres,4.0,12.0,6.0,1188,4752,90023414,DCP X24 POSTRES (APOYO ES),EB,NESTLE
D,12712,NESTLE Postre chocolate 4x125g,35-NESTLE CHOCOLATE,Postres,4.0,12.0,6.0,1188,4752,90029310,ADVANTRA 9256HT- 25KG,EC,NESTLE
D,12712,NESTLE Postre chocolate 4x125g,35-NESTLE CHOCOLATE,Postres,4.0,12.0,6.0,1188,4752,90043124,INT NATILLAS V2,EN,NESTLE
D,12712,NESTLE Postre chocolate 4x125g,35-NESTLE CHOCOLATE,Postres,4.0,12.0,6.0,1188,4752,90055737,BD125 ES NTLE DSERT CHOCO 708,ED,NESTLE
D,12712,NESTLE Postre chocolate 4x125g,35-NESTLE CHOCOLATE,Postres,4.0,12.0,6.0,1188,4752,90080166,OP125 ES NTLE DSERT CHOCO 386,ET,NESTLE
D,12712,NESTLE Postre chocolate 4x125g,35-NESTLE CHOCOLATE,Postres,4.0,12.0,6.0,1188,4752,90106104,"FLM PS TRL L398,5 1200æ",EP,NESTLE
D,12733,EROSKI Dessert Choc 4x125ES,35-NESTLE CHOCOLATE,Postres,4.0,12.0,6.0,1188,4752,2936366,FILM ESTú AUTú 50CMSú 15MY,EF,EROSKI
D,12733,EROSKI Dessert Choc 4x125ES,35-NESTLE CHOCOLATE,Postres,4.0,12.0,6.0,1188,4752,3803113,RIBON A26018 100X100,EO,EROSKI
D,12733,EROSKI Dessert Choc 4x125ES,35-NESTLE CHOCOLATE,Postres,4.0,12.0,6.0,1188,4752,8194756,PALETA CHEP 80X120 PORTUGAL,EL,EROSKI
D,12733,EROSKI Dessert Choc 4x125ES,35-NESTLE CHOCOLATE,Postres,4.0,12.0,6.0,1188,4752,9004617,ETIQUETA 100X100,EO,EROSKI
D,12733,EROSKI Dessert Choc 4x125ES,35-NESTLE CHOCOLATE,Postres,4.0,12.0,6.0,1188,4752,81846696,RIBBON ETIQ.MARKE RIC450150E02,FO,EROSKI
D,12733,EROSKI Dessert Choc 4x125ES,35-NESTLE CHOCOLATE,Postres,4.0,12.0,6.0,1188,4752,90005669,ETQ.BLC 148x210 RLX2000 - 2629,FO,EROSKI
D,12733,EROSKI Dessert Choc 4x125ES,35-NESTLE CHOCOLATE,Postres,4.0,12.0,6.0,1188,4752,90023414,DCP X24 POSTRES (APOYO ES),EB,EROSKI
D,12733,EROSKI Dessert Choc 4x125ES,35-NESTLE CHOCOLATE,Postres,4.0,12.0,6.0,1188,4752,90029310,ADVANTRA 9256HT- 25KG,EC,EROSKI
D,12733,EROSKI Dessert Choc 4x125ES,35-NESTLE CHOCOLATE,Postres,4.0,12.0,6.0,1188,4752,90034101,"PS 398,5 X 1 MM EXPANDIDO BLAN",EP,EROSKI
D,12733,EROSKI Dessert Choc 4x125ES,35-NESTLE CHOCOLATE,Postres,4.0,12.0,6.0,1188,4752,90043124,INT NATILLAS V2,EN,EROSKI
D,12733,EROSKI Dessert Choc 4x125ES,35-NESTLE CHOCOLATE,Postres,4.0,12.0,6.0,1188,4752,90100321,OP125 ES EKI POST CHOCO 386,ET,EROSKI
D,12733,EROSKI Dessert Choc 4x125ES,35-NESTLE CHOCOLATE,Postres,4.0,12.0,6.0,1188,4752,90100322,BD125 ES EKI POST CHOCO 708,ED,EROSKI
D,13587,86158 BP  Yalg natural 4x125g,17-GRIEGO NATURAL,Batido,4.0,48.0,12.0,1188,4752,2936366,FILM ESTú AUTú 50CMSú 15MY,EF,BONPREU
D,13587,86158 BP  Yalg natural 4x125g,17-GRIEGO NATURAL,Batido,4.0,48.0,12.0,1188,4752,3803113,RIBON A26018 100X100,EO,BONPREU
D,13587,86158 BP  Yalg natural 4x125g,17-GRIEGO NATURAL,Batido,4.0,48.0,12.0,1188,4752,9004617,ETIQUETA 100X100,EO,BONPREU
D,13587,86158 BP  Yalg natural 4x125g,17-GRIEGO NATURAL,Batido,4.0,48.0,12.0,1188,4752,81846696,RIBBON ETIQ.MARKE RIC450150E02,FO,BONPREU
